phrase_original,phrase_normalized,structure,len,freq_global,doc_freq,pattern_score,in_gold,status,delta_f,f_score_after
purpose mechanisms,purpose mechanism,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
network structure,network structure,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
peer network,peer network,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
network mechanism,network mechanism,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
file sharing,file sharing,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
processing devices,processing device,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
emergency situations,emergency situation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
wilderness areas,wilderness area,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
storage capability,storage capability,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
battery power,battery power,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
network connectivity,network connectivity,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
processing center,processing center,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
control aspects,control aspect,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
traffic management,traffic management,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
team robotics,team robotic,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
home automation,home automation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
safety criticality,safety criticality,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
design decision,design decision,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
software components,software component,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
world events,world event,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
event architecture,event architecture,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
architecture gear,architecture gear,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
communication channels,communication channel,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.390280025813598e-05,
network resources,network resource,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
event dissemination,event dissemination,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
forecast accuracy,forecast accuracy,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
expert aggregation,expert aggregation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
probability judgments,probability judgment,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
league games,league game,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
market probabilities,market probability,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
market predictions,market prediction,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
expert predictions,expert prediction,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
pooling function,pooling function,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
opinion pooling,opinion pooling,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
network layers,network layer,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
location accuracy,location accuracy,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
energy expenditure,energy expenditure,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
localization phase,localization phase,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
network localization,network localization,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
stardust framework,stardust framework,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
device projects,device project,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
projects light,project light,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
image processing,image processing,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
label relaxation,label relaxation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
localization techniques,localization technique,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
deployment location,deployment location,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
price discovery,price discovery,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
bidder valuations,bidder valuation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
revealedpreference activity,revealedpreference activity,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
activity rule,activity rule,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
validation phase,validation phase,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
concept relationships,concept relationship,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
document representations,document representation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
text representations,text representation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
multiplayer games,multiplayer game,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
market participants,market participant,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
market mechanism,market mechanism,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
price range,price range,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
seller pair,seller pair,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
server nodes,server node,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
network topologies,network topology,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
servers incentive,server incentive,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
range constraints,range constraint,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
inequality constraints,inequality constraint,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
envisions separation,envision separation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
proxy tier,proxy tier,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
index structure,index structure,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
interval skip,interval skip,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
skip graph,skip graph,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
value queries,value query,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
sensor tier,sensor tier,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
adaptive summarization,adaptive summarization,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
grain index,grain index,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
error measure,error measure,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
scheduling algorithm,scheduling algorithm,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
decision threshold,decision threshold,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
quality estimates,quality estimate,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
score distribution,score distribution,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
utility framework,utility framework,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
database recommendation,database recommendation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
precision goal,precision goal,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
art algorithms,art algorithm,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
retrieval evaluation,retrieval evaluation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
topics graph,topic graph,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
effectiveness measures,effectiveness measure,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
clef campaigns,clef campaign,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
proximity measures,proximity measure,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
success factor,success factor,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
purpose measures,purpose measure,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
media collections,medium collection,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
budget resource,budget resource,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
allocation game,allocation game,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
utility uniformity,utility uniformity,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
allocation scheme,allocation scheme,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
control messages,control message,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
fly computation,fly computation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
causality relation,causality relation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
application messages,application message,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
message size,message size,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
demand queries,demand query,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
internet industry,internet industry,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
monitoring capability,monitoring capability,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
innovation characteristics,innovation characteristic,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
communicating endpoints,communicating endpoint,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
end transmission,end transmission,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
endpoints contract,endpoint contract,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
downstream router,downstream router,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
hop monitoring,hop monitoring,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
paradigm shift,paradigm shift,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
trouble reports,trouble report,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
service agreements,service agreement,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
process management,process management,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
infrastructure library,infrastructure library,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
operations map,operation map,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
service management,service management,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
example scenario,example scenario,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
leibniz supercomputing,leibniz supercomputing,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
supercomputing center,supercomputing center,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
web mining,web mining,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
page classification,page classification,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
authority features,authority feature,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
document features,document feature,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
linkage adjacency,linkage adjacency,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
adjacency matrix,adjacency matrix,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
term matrix,term matrix,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
factor space,factor space,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
authority factors,authority factor,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
hypertext classification,hypertext classification,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
lack relationships,lack relationship,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
photo search,photo search,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
test bed,test bed,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
score fusion,score fusion,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
web forums,web forum,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
photo detection,photo detection,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
score differences,score difference,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
photo ranking,photo ranking,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
movie ranking,movie ranking,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
art text,art text,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
gain measurements,gain measurement,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
search crawl,search crawl,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
outperforms pagerank,outperform pagerank,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
query specificity,query specificity,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
web today,web today,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
search interfaces,search interface,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
search form,search form,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
entry point,entry point,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
query interface,query interface,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
query generation,query generation,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
search task,search task,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
task complexity,task complexity,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
search experience,search experience,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
query events,query event,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
query distributions,query distribution,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
network size,network size,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
costs scale,cost scale,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
aggregation process,aggregation process,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
nearestneighbor collaborative,nearestneighbor collaborative,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
collaborative filtering,collaborative filtering,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
rating subspaces,rating subspace,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
rating roles,rating role,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
communication paradigms,communication paradigm,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
backbone network,backbone network,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
design challenges,design challenge,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
research roadmap,research roadmap,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
communication protocol,communication protocol,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
communication requirements,communication requirement,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
grid middleware,grid middleware,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
search techniques,search technique,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
outcome features,outcome feature,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
design task,design task,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
chain trading,chain trading,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
trading competition,trading competition,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
rule changes,rule change,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
procurement behavior,procurement behavior,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
design parameter,design parameter,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
gaming architecture,gaming architecture,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
game architecture,game architecture,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
game clients,game client,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
game proxies,game proxy,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
game servers,game server,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
game state,game state,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
architecture support,architecture support,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
support clients,support client,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
game space,game space,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
assignment mechanism,assignment mechanism,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
event basis,event basis,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
cheat detection,cheat detection,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
detection techniques,detection technique,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
network setting,network setting,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.438608496236396e-05,
production network,production network,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.486835361119934e-05,
epidemic routing,epidemic routing,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.486835361119934e-05,
routing protocols,routing protocol,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.486835361119934e-05,
action requests,action request,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.486835361119934e-05,
folder assignment,folder assignment,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.486835361119934e-05,
flag emails,flag email,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.486835361119934e-05,
words classification,word classification,NOUN+NOUN,2,1,1,0.0352,False,rejected,-4.486835361119934e-05,
